OID,Number,Abbrev,Private,Type,Bldg,BldgAbbr,BldgName,YearBuilt,NumFloors,Address,City,Zip,MapDisplay,Shape_Length,Shape_Area
,0799,,No,UNIVERSITY,0799,,Horticulture Shop,1926,01,261 Adriance Lab Rd,College Station,77843,Horticulture Shop |  | 0799,46.716305010581131,134.448814520545625
,0510,,No,UNIVERSITY,0510,,Adriance Lab,1955,01,211 Adriance Lab Rd,College Station,77843,Adriance Lab |  | 0510,92.357925091547997,470.542793261562849
,1180,,No,UNIVERSITY,1180,,Floriculture Farm Storage Bldg,1978,01,271 Adriance Lab Rd,College Station,77843,Floriculture Farm Storage Bldg |  | 1180,65.776196857729019,196.540596005340007
,0797,,No,UNIVERSITY,0797,,Horticulture Implement Shed - A,1941,01,275 Adriance Lab Rd,College Station,77843,Horticulture Implement Shed - A |  | 0797,33.767908367258656,69.673819990847562
,1510,WCBA,No,ACADEMIC,1510,WCBA,Wehner Building,1995,05,210 Olsen Bl,College Station,77843,Wehner Building | WCBA | 1510,683.541916406211271,8309.314771199864481
,1520,SPHC,No,ACADEMIC,1520,SPHC,School of Public Health - Classroom Bldg,2006,01,214 Adriance Lab Rd,College Station,77843,School of Public Health - Classroom Bldg | SPHC | 1520,173.963093479600303,1330.486214920055318
,1519,SPHB,No,ACADEMIC,1519,SPHB,School of Public Health - Lab Bldg,2006,02,210 Adriance Lab Rd,College Station,77843,School of Public Health - Lab Bldg | SPHB | 1519,172.229936096753363,1004.558603559307812
,1505,MSTC,No,ACADEMIC,1505,MSTC,Rosenthal Meat Science & Technology Center,1983,01,488 Olsen Bl,College Station,77843,Rosenthal Meat Science & Technology Center | MSTC | 1505,239.410913553717876,2863.089516540982004
,1518,SPHA,No,ACADEMIC,1518,SPHA,School of Public Health - Admin Bldg,2006,03,212 Adriance Lab Rd,College Station,77843,School of Public Health - Admin Bldg | SPHA | 1518,256.554111554929023,2026.453632081314481
,1506,HFSB,No,ACADEMIC,1506,HFSB,Horticulture/Forest Science Building,1984,06,495 Horticulture Rd,College Station,77843,Horticulture/Forest Science Building | HFSB | 1506,310.768133964239269,4205.550886835047095
, ,,No,UNIVERSITY,,,,,,,,, |  | ,45.076063763057981,117.715432034513896
,1187,LFB,No,ACADEMIC,1187,LFB,W.P. Luse Foundation Building,1993,01,730 Raymond Stotzer Pw,College Station,77843,W.P. Luse Foundation Building | LFB | 1187,246.078944103789297,1094.356694833640177
,1176,,No,UNIVERSITY,1176,,Hort/FS Greenhouse,1987,01,491 HORTICULTURE RD,College Station,77843,Hort/FS Greenhouse |  | 1176,82.387224434262080,306.218139976241275
,1177,,No,UNIVERSITY,1177,,Hort/FS Greenhouse,1987,01,485 HORTICULTURE RD,College Station,77843,Hort/FS Greenhouse |  | 1177,82.163794291938942,304.391993604488562
,1178,,No,UNIVERSITY,1178,,Hort/FS Greenhouse,1987,01,481 HORTICULTURE RD,College Station,77843,Hort/FS Greenhouse |  | 1178,84.969381762199149,320.541295990331207
,1179,,No,UNIVERSITY,1179,,Forest Science Greenhouse,1987,01,475 Horticulture Rd,College Station,77843,Forest Science Greenhouse |  | 1179,82.786320794791976,312.316362955611112
,1559,WCG,No,GARAGE,1559,WCG,West Campus Parking Garage,2003,08,201 John Kimbrough Bl,College Station,77843,West Campus Parking Garage | WCG | 1559,583.334720826525881,15735.315165775900823
,1800,GSC,No,ACADEMIC,1800,GSC,General Services Complex,2006,03,750 Agronomy Rd,College Station,77843,General Services Complex | GSC | 1800,520.287528249789602,7566.789506863961833
,1172,,No,UNIVERSITY,1172,,Flammable Mat Storage,1986,01,530 Agronomy Rd,College Station,77843,Flammable Mat Storage |  | 1172,12.179928479126694,9.271904007726446
,0350,,No,UNIVERSITY,0350,,Albritton Bell Tower,1984,06,200 Old Main Dr,College Station,77843,Albritton Bell Tower |  | 0350,31.685135712771441,62.739031182366304
,,,No,UNIVERSITY,,,,,,,,, |  | ,44.471204917160328,118.238088032385207
,0632,,No,UNIVERSITY,0632,,Compressor House,1970,01,790 THROCKMORTON ST,College Station,77843,Compressor House |  | 0632,15.656387518592014,15.192535370097879
,0635,,No,UNIVERSITY,0635,,Grounds Maintenance Storage,1973,01,788 Throckmorton St,College Station,77843,Grounds Maintenance Storage |  | 0635,15.975114650691468,15.314702083044285
,0983,,No,UNIVERSITY,0983,,Trans Center Paint Storage,1978,01,360 Agronomy Rd,College Station,77843,Trans Center Paint Storage |  | 0983,17.468435234675681,17.955931701521003
,0432,ARCC,No,ACADEMIC,0432,ARCC,Architecture Building C,1963,04,788 Ross St,College Station,77843,Architecture Building C | ARCC | 0432,153.167592851117291,1367.530078815952720
,0359,ARCB,No,ACADEMIC,0359,ARCB,Architecture Building B,1963,02,782 Ross St,College Station,77843,Architecture Building B | ARCB | 0359,129.443612739793934,860.834463199009974
,0469,CCPG,No,GARAGE,0469,CCPG,Central Campus Parking Garage,1999,08,450 Spence St,College Station,77843,Central Campus Parking Garage | CCPG | 0469,225.223941799298444,2792.717644242938604
,0512,CHPL,No,ACADEMIC,0512,CHPL,All Faiths Chapel,1957,01,300 Houston St,College Station,77843,All Faiths Chapel | CHPL | 0512,219.390807100899849,1163.051467719800485
,1514,,No,UNIVERSITY,1514,,Parking Toll Booth At PA72,1998,01,200 Olsen Bl,College Station,77843,Parking Toll Booth At PA72 |  | 1514,13.641559334925331,10.876238603540504
,1552,,No,UNIVERSITY,1552,,Olsen (E.D.) Grove Picnic Area,1982,01,959 Olsen Bl,College Station,77843,Olsen (E.D.) Grove Picnic Area |  | 1552,51.024941538122064,168.803757859547289
, ,,No,UNIVERSITY,,,,,,,,, |  | ,45.889243796184203,121.061208610038022
,0361,BFC,No,SPORTS,0361,BFC,Bright Football Complex,2003,06,878 Houston St,College Station,77843,Bright Football Complex | BFC | 0361,368.211674721444808,6648.856580339344873
,0519,KAMU,No,ACADEMIC,0519,KAMU,Moore Communications Center,1972,01,900 Houston St,College Station,77843,Moore Communications Center | KAMU | 0519,191.111202094673416,1640.379423455371580
,0375,CLAC,No,OTHER,0375,CLAC,Williams Alumni Center,1986,03,505 George Bush Dr,College Station,77843,Williams Alumni Center | CLAC | 0375,249.461538338734158,3009.633100073981950
, ,,No,UNIVERSITY,,,,,,,,, |  | ,45.889243791011140,121.061576430786175
,1516,,No,UNIVERSITY,1516,,Horticulture Field Laboratory,1997,01,499 Horticulture Rd,College Station,77843,Horticulture Field Laboratory |  | 1516,99.278492838529019,579.522316949283436
, ,,No,UNIVERSITY,,,,,,,,, |  | ,45.890538871409568,121.066754764628541
,1498,SUP1,No,OTHER,1498,SUP1,Satellite Utility Plant No. 1,1976,01,350 John Kimbrough Bl,College Station,77843,Satellite Utility Plant No. 1 | SUP1 | 1498,269.424789802963915,3008.986678556538209
,1513,SCIC,No,ACADEMIC,1513,SCIC,Borlaug Center for Southern Crop Improvement,1993,02,498 Olsen Bl,College Station,77843,Borlaug Center for Southern Crop Improvement | SCIC | 1513,341.466137951413771,4631.798697253611863
,1512,SCIG,No,ACADEMIC,1512,SCIG,Southern Crop Improvement Greenhouse,2001,01,502 Olsen Bl,College Station,77843,Southern Crop Improvement Greenhouse | SCIG | 1512,292.862119440887568,4129.685350977534654
,1560,SREC,No,SPORTS,1560,SREC,Student Recreation Center,1995,04,797 Olsen Bl,College Station,77843,Student Recreation Center | SREC | 1560,1019.235528946757881,27327.193515743332682
,1603,DLH,No,ACADEMIC,1603,DLH,Donald L. Houston Building,2002,01,200 Discovery Dr,College Station,77843,Donald L. Houston Building | DLH | 1603,313.856069918104481,3811.724744660580654
,1554,REED,No,SPORTS,1554,REED,Reed Arena,1998,05,730 Olsen Bl,College Station,77843,Reed Arena | REED | 1554,499.761590006964298,10912.202272934493521
,1550,OLSN,No,SPORTS,1550,OLSN,Olsen Field at Bluebell Park,1979,03,955 Olsen Bl,College Station,77843,Olsen Field at Bluebell Park | OLSN | 1550,409.886457966178341,4650.002031301221905
,1620,EBRF,No,ACADEMIC,1620,EBRF,Electron Beam Food Research Facility,1999,01,400 Discovery Dr,College Station,77843,Electron Beam Food Research Facility | EBRF | 1620,260.586353117439899,2762.600868460095626
,1602,ONRP,No,OTHER,1602,ONRP,1111 Research Parkway Bldg,1997,02,1111 Research Pw,College Station,77843,1111 Research Parkway Bldg | ONRP | 1602,248.298087084382416,1910.926549072827356
, ,,No,UNIVERSITY,,,,,,,,, |  | ,2.800973308266563,0.477997418823006
, ,,No,UNIVERSITY,,,,,,,,, |  | ,2.800832448200221,0.477961300567527
,1557,,No,UNIVERSITY,1557,,Track & Field CTR Ticket Booth,1986,01,920 Olsen Bl,College Station,77843,Track & Field CTR Ticket Booth |  | 1557,24.535800234769990,34.464787989881671
,1555,,No,SPORTS,1555,,Track & Field Support Center,1986,01,922 Olsen Bl,College Station,77843,Track & Field Support Center |  | 1555,60.263187507727451,192.791568612423589
,1562,,No,UNIVERSITY,1562,,Wireless Telecommunications Facility,1997,01,934 Olsen Bl,College Station,77843,Wireless Telecommunications Facility |  | 1562,32.131789255893757,63.975912009366333
,1567,,No,SPORTS,1567,,Softball Building,2003,01,910 Olsen Bl,College Station,77843,Softball Building |  | 1567,180.510359573904282,1113.907339211908493
,1610,CEL,No,ACADEMIC,1610,CEL,Coastal Engineering Lab,2003,01,600 Discovery Dr,College Station,77843,Coastal Engineering Lab | CEL | 1610,191.273090638857923,1987.374114235916522
,1598,,No,OTHER,1598,,1313 Research Parkway (Lynntech Building),2002,01,1313 Research Pw,College Station,77843,1313 Research Parkway (Lynntech Building) |  | 1598,249.548611590127763,3018.021458440599872
,1566,,No,SPORTS,1566,,Julia And Mark Ellis '79 Soccer Building,2003,01,940 Olsen Bl,College Station,77843,Julia And Mark Ellis '79 Soccer Building |  | 1566,105.727383558716483,639.912466074496820
,1571,,No,SPORTS,1571,,West Campus Office Pavilion,2009,01,942 Olsen Bl,College Station,77843,West Campus Office Pavilion |  | 1571,55.024184475997913,166.140810532708883
,1565,,No,SPORTS,1565,,Johnson Track & Field,2003,01,950 Olsen Bl,College Station,77843,Johnson Track & Field |  | 1565,241.304656220099162,1340.996789777249433
,9793,,No,SPORTS,9793,,Track Bleacher Storage,2007,,,College Station,77843,Track Bleacher Storage |  | 9793,168.890592144841293,1176.622112946361085
,1601,IODP,No,ACADEMIC,1601,IODP,International Ocean Discovery Building,1986,02,1000 Discovery Dr,College Station,77843,International Ocean Discovery Building | IODP | 1601,634.578216206660386,6418.686382461231915
,1561,,No,SPORTS,1561,,George P. Mitchell '40 Outdoor Tennis Center,1998,02,750 Penberthy Bl,College Station,77843,George P. Mitchell '40 Outdoor Tennis Center |  | 1561,360.707125476891008,1717.175890448901782
,1699,,No,UNIVERSITY,1699,,GTE Optical Remote Module (ODM) Facility @ Researc,1985,01,,College Station,77843,GTE Optical Remote Module (ODM) Facility @ Researc |  | 1699,46.303475099090775,130.104533505233860
,1604,OTRC,No,ACADEMIC,1604,OTRC,Offshore Technology Research Center,1990,02,1200 Mariner Dr,College Station,77843,Offshore Technology Research Center | OTRC | 1604,251.259851001948050,3323.323250256930805
,1556,PISC,No,SPORTS,1556,PISC,Penberthy Intramural Sports Center,1986,01,858 Penberthy Bl,College Station,77843,Penberthy Intramural Sports Center | PISC | 1556,116.042248578180008,642.387601040004256
,1698,,No,UNIVERSITY,1698,,Research Park Switching Station,2000,01,1212 Mariner Dr,College Station,77843,Research Park Switching Station |  | 1698,61.720972458922944,207.569250058028842
,1563,,No,SPORTS,1563,,H&K Equipment Storage Building  (adj to Mt. Ag),,,,College Station,77843,H&K Equipment Storage Building  (adj to Mt. Ag) |  | 1563,43.662058894580582,114.978346331128193
,1160,PRPV,No,ACADEMIC,1160,PRPV,Pearce Animal Pavilion,1983,01,555 George Bush Dr W,College Station,77843,Pearce Animal Pavilion | PRPV | 1160,321.368097577473804,4833.467996350015710
,1083,,No,UNIVERSITY,1083,,Research Park Maintenance Building,1965,01,1810 Research Pw,College Station,77843,Research Park Maintenance Building |  | 1083,110.306269757594194,462.114048823581300
,1607,ALLN,No,ACADEMIC,1607,ALLN,Allen Building,1997,03,1004 George Bush Dr W,College Station,77843,Allen Building | ALLN | 1607,433.753498726879400,5340.759753813074894
,1608,BPCC,No,ACADEMIC,1608,BPCC,Annenberg Presidential Conference Center,1997,02,1002 George Bush Dr W,College Station,77843,Annenberg Presidential Conference Center | BPCC | 1608,350.378143563835465,5019.196017539442437
,1606,BPLM,No,LIBRARY,1606,BPLM,George Bush Presidential Library & Museum,1997,03,1000 George Bush Dr W,College Station,77843,George Bush Presidential Library & Museum | BPLM | 1606,451.120357671391048,6520.880704567914108
,1161,,No,UNIVERSITY,1161,,Reed House,1984,01,1 Reed Dr,College Station,77843,Reed House |  | 1161,181.319713202006511,985.374183823096587
,1262,,No,OTHER,1262,,McKenzie Terminal Building,1989,02,1 McKenzie Terminal Bl,College Station,77843,McKenzie Terminal Building |  | 1262,238.966099414381716,2353.857926974770180
,0757,,No,UNIVERSITY,0757,,Waste Water Lift Station,1980,01,,College Station,77843,Waste Water Lift Station |  | 0757,15.263861100248299,13.540474223958705
,1092,,No,UNIVERSITY,1092,,Easterwood Hangar 1092,1972,01,1660 George Bush Dr W,College Station,77843,Easterwood Hangar 1092 |  | 1092,148.213451537133722,1083.431078043518255
,0729,,No,ACADEMIC,0729,,Biology Greenhouse,1976,01,570 Floriculture Rd,College Station,77843,Biology Greenhouse |  | 0729,46.948353823928770,120.601689023888923
,1129,,No,ACADEMIC,1129,,Floriculture Greenhouse,1976,01,568 Floriculture Rd,College Station,77843,Floriculture Greenhouse |  | 1129,43.895390862440323,118.693639513210911
,1027,NFFL,No,ACADEMIC,1027,NFFL,Nursery Floral Field Laboratory,1959,02,566 Floriculture Rd,College Station,77843,Nursery Floral Field Laboratory | NFFL | 1027,89.507381507232466,327.933047005769140
,3171,HORTOF,No,ACADEMIC,3171,HORTOF,Horticulture Office,2002,01,530 Floriculture Rd,College Station,77843,Horticulture Office | HORTOF | 3171,53.649912624455332,142.715282432360993
,3172,HORTCL,No,ACADEMIC,3172,HORTCL,Horticulture Classroom,2002,01,520 Floriculture Rd,College Station,77843,Horticulture Classroom | HORTCL | 3172,53.649912620099542,142.715282412185019
,1191,,No,ACADEMIC,1191,,Floriculture Growing Facility,1979,01,561 Floriculture Rd,College Station,77843,Floriculture Growing Facility |  | 1191,96.118750934930418,514.721208016103674
,1190,,No,ACADEMIC,1190,,Floriculture Research Greenhouse,1979,01,555 Floriculture Rd,College Station,77843,Floriculture Research Greenhouse |  | 1190,82.045573094152047,336.839244996066327
,0370,,No,UNIVERSITY,0370,,Hensel Park Picnic Shelter (Demolished 2016),1961,01,,College Station,77843,Hensel Park Picnic Shelter (Demolished 2016) |  | 0370,48.401753376170412,185.576372996573951
,0389,,No,UNIVERSITY,0389,,Grounds Maintenance Potting Shed,1986,01,538 College Av,College Station,77843,Grounds Maintenance Potting Shed |  | 0389,35.126772089555487,60.662593008252202
,3199,,No,ACADEMIC,3199,,Becky Gates Children's Center,1998,01,1125 Hensel Dr,College Station,77843,Becky Gates Children's Center |  | 3199,210.408141243680916,1298.953264311555813
,0728,,No,UNIVERSITY,0728,,Grounds Maintenance Greenhouse 5,1976,01,520 College Av,College Station,77843,Grounds Maintenance Greenhouse 5 |  | 0728,78.345063744302053,285.844955988632762
,0726,,No,UNIVERSITY,0726,,Grounds Maintenance Greenhouse 4,1976,01,522 College Av,College Station,77843,Grounds Maintenance Greenhouse 4 |  | 0726,77.808706851286331,275.700422505437757
,0831,,No,UNIVERSITY,0831,,Grounds Maintenance Greenhouse,1969,01,524 College Av,College Station,77843,Grounds Maintenance Greenhouse |  | 0831,83.180721777782395,317.748365993483390
,0733,,No,UNIVERSITY,0733,,Grounds Maintenance Greenhouse,1975,01,526 College Av,College Station,77843,Grounds Maintenance Greenhouse |  | 0733,77.819462032358146,275.716426001922230
,0742,,No,UNIVERSITY,0742,,Grounds Maintenance Storage,1970,01,510 College Av,College Station,77843,Grounds Maintenance Storage |  | 0742,112.526670153193010,358.913093610764918
,0829,,No,UNIVERSITY,0829,,Grounds Maintenance Office Shop/Stor,1947,02,512 College Av,College Station,77843,Grounds Maintenance Office Shop/Stor |  | 0829,102.415671659655288,361.560679479893849
,0828,,No,UNIVERSITY,0828,,Grounds Shop Warehouse,1947,02,514 College Av,College Station,77843,Grounds Shop Warehouse |  | 0828,138.571142061807961,1116.039268422977557
,0732,,No,UNIVERSITY,0732,,Grounds Maintenance Greenhouse,1975,01,528 College Av,College Station,77843,Grounds Maintenance Greenhouse |  | 0732,77.819462032366474,275.716425989883930
,3198,UACC,No,HOUSING TAMU,3198,UACC,University Apartments Community Center,2001,01,250 Calvin Moore Av,College Station,77843,University Apartments Community Center | UACC | 3198,208.880169658292033,1649.356737903352723
, ,,No,UNIVERSITY,,,,,,,,, |  | ,50.359960926205019,130.879517018865329
,0685,,No,UNIVERSITY,0685,,Grounds Maintenance - Tractor Shed,1986,01,508 College Av,College Station,77843,Grounds Maintenance - Tractor Shed |  | 0685,104.315354879744049,447.454625107761444
,0747,,No,UNIVERSITY,0747,,Grounds Maintenance Supply Bldg,1975,01,506 College Av,College Station,77843,Grounds Maintenance Supply Bldg |  | 0747,107.380665785387805,489.754166567608991
,3197,,No,HOUSING TAMU,3197,,University Apts Community Maintenance Bldg,2004,02,225 Calvin Moore Av,College Station,77843,University Apts Community Maintenance Bldg |  | 3197,130.197451885723211,948.689185974214865
,0996,,No,UNIVERSITY,0996,,Oil Tanks Boiler House,1980,01,2480 F&B Rd,College Station,77843,Oil Tanks Boiler House |  | 0996,22.951639056271461,32.549258002569346
,0995,,No,UNIVERSITY,0995,,Water Distribution Pump Station No. 2,1975,01,2410 F&B Rd,College Station,77843,Water Distribution Pump Station No. 2 |  | 0995,65.164516875175764,232.364236459259530
,0816,,No,UNIVERSITY,0816,,Water Distribution Pump Station No. 1,1953,01,2416 F&B Rd,College Station,77843,Water Distribution Pump Station No. 1 |  | 0816,57.685090738444138,180.963834985491786
,0806,STL,No,ACADEMIC,0806,STL,Soil Testing Lab,1954,01,2610 F&B Rd,College Station,77843,Soil Testing Lab | STL | 0806,113.049390665094478,606.991504544148029
,1154,,No,UNIVERSITY,1154,,Electrical Distribution Storage,1981,01,2655 Dairy Center Rd,College Station,77843,Electrical Distribution Storage |  | 1154,28.472418790010135,50.187595995229572
,1165,,No,UNIVERSITY,1165,,Hazardous Waste Storage Bldg,1986,01,2655 Dairy Center Rd,College Station,77843,Hazardous Waste Storage Bldg |  | 1165,103.283007679970083,477.854690565540977
, ,,No,UNIVERSITY,,,,,,,,, |  | ,19.334238961259665,23.188439763296550
,1245,,No,UNIVERSITY,1245,,Cable Wire Storage,2001,01,2754 F&B Rd,College Station,77843,Cable Wire Storage |  | 1245,61.263936531616977,225.290588955828582
,1246,,No,UNIVERSITY,1246,,Generator Storage Building,2001,01,2744 F&B Rd,College Station,77843,Generator Storage Building |  | 1246,88.652025114047106,429.038918316082913
,0956,PGBG,No,ACADEMIC,0956,PGBG,Perennial Grass Breeding and Genetics,1962,02,787 Agronomy Rd,College Station,77843,Perennial Grass Breeding and Genetics | PGBG | 0956,65.554399534801291,253.403720045408875
,1244,,No,UNIVERSITY,1244,,Utilities Inventory Warehouse Building 1,2000,01,2750 F&B Rd,College Station,77843,Utilities Inventory Warehouse Building 1 |  | 1244,85.727908247305152,375.597986981890813
,1243,,No,UNIVERSITY,1243,,Plumbing Fabrication Shop,2000,01,2760 F&B Rd,College Station,77843,Plumbing Fabrication Shop |  | 1243,45.029765018828527,125.928542676608458
,1052,,No,ACADEMIC,1052,,Weed Science Field Lab,1965,01,763 Agronomy Rd,College Station,77843,Weed Science Field Lab |  | 1052,43.669962440870734,116.892557480548618
,0682,WEB,No,ACADEMIC,0682,WEB,Wisenbaker Engineering Building,1983,04,188 Bizzell St,College Station,77843,Wisenbaker Engineering Building | WEB | 0682,292.187040853935628,4100.971216263578754
,0740,MCNW,No,ACADEMIC,0740,MCNW,McNew Laboratory,1968,03,185 Spence St,College Station,77843,McNew Laboratory | MCNW | 0740,111.669939110975463,728.642989427040561
,0718,,No,UNIVERSITY,0718,,Storage-Cyclotron,1971,01,154 Spence St,College Station,77843,Storage-Cyclotron |  | 0718,28.266073091085747,47.949971998131900
,1045,,No,UNIVERSITY,1045,,USDA Greenhouse 1,1965,01,707 Agronomy Rd,College Station,77843,USDA Greenhouse 1 |  | 1045,82.919761867813023,261.717891956853691
,1157,,No,UNIVERSITY,1157,,Warehouse,1987,01,602 Agronomy Rd,College Station,77843,Warehouse |  | 1157,219.988782747717835,2943.682969937761300
,0501,CONC,No,ACADEMIC,0501,CONC,Concrete Materials Laboratory,1932,02,785 Ross St,College Station,77843,Concrete Materials Laboratory | CONC | 0501,103.301802054765986,476.284636279423239
,0717,,No,ACADEMIC,0717,,Storage and Lab-Cyclotron,1971,01,176 Spence St,College Station,77843,Storage and Lab-Cyclotron |  | 0717,79.779468052712133,287.136214508460853
,0434,CYCL,No,ACADEMIC,0434,CYCL,Luedecke Building (Cyclotron),1966,04,120 Spence St,College Station,77843,Luedecke Building (Cyclotron) | CYCL | 0434,274.632435362161402,3392.471261063764814
,1049,,No,UNIVERSITY,1049,,USDA Greenhouse 2,1970,01,685 Agronomy Rd,College Station,77843,USDA Greenhouse 2 |  | 1049,82.603113409624427,260.020370965092752
,0325,CVLB,No,ACADEMIC,0325,CVLB,CVE Lab Building,1987,04,233 Spence St,College Station,77843,CVE Lab Building | CVLB | 0325,217.674338567776374,1873.311593937015459
,1047,,No,ACADEMIC,1047,,Virus-Vector Research Lab,1988,01,657 Agronomy Rd,College Station,77843,Virus-Vector Research Lab |  | 1047,55.180718247349503,189.083758523306329
,1193,,No,ACADEMIC,1193,,Wildlife & Exotic Animal Ctr,1990,01,2765 F&B Rd,College Station,77843,Wildlife & Exotic Animal Ctr |  | 1193,73.477724832841432,337.405726091993472
,0492,HEB,No,ACADEMIC,0492,HEB,H.J. (Bill) and Reta Haynes Engineering Building,1932,03,727 Ross St,College Station,77843,H.J. (Bill) and Reta Haynes Engineering Building | HEB | 0492,275.621158768202861,1795.715222805857366
,0392,MEOB,No,ACADEMIC,0392,MEOB,Mechanical Engineering Office Building,1986,06,202 Spence St,College Station,77843,Mechanical Engineering Office Building | MEOB | 0392,111.024718438896926,837.669468229918834
,0391,ENPH,No,ACADEMIC,0391,ENPH,James J. Cain '51 Building,1986,05,180 Spence St,College Station,77843,James J. Cain '51 Building | ENPH | 0391,257.828627985332218,2577.137675675043283
,0547,,No,UNIVERSITY,0547,,Break Room at Central Utility Plant,1980,01,193 Asbury St,College Station,77843,Break Room at Central Utility Plant |  | 0547,36.554605219506108,75.483814384469696
,4542,,No,UNIVERSITY,4542,,TVMC-Wildlife & Exotic Animals,1963,01,2771 F&B Rd,College Station,77843,TVMC-Wildlife & Exotic Animals |  | 4542,59.436005942078886,185.031139009537611
,1156,PLNT,No,OTHER,1156,PLNT,Facilities Services,1987,02,600 Agronomy Rd,College Station,77843,Facilities Services | PLNT | 1156,517.651181704761598,8464.360201007086289
,0387,RICH,No,ACADEMIC,0387,RICH,Joe C. Richardson Petroleum Engineering Building,1990,12,245 Spence St,College Station,77843,Joe C. Richardson Petroleum Engineering Building | RICH | 0387,161.794347191039037,1205.327907256768185
,1002,,No,UNIVERSITY,1002,,Farm Service Implement #2,1955,01,669 Farm Service Rd,College Station,77843,Farm Service Implement #2 |  | 1002,163.288371187329687,577.409037716021317
,0524,BLOC,No,ACADEMIC,0524,BLOC,Blocker Building,1981,06,155 Ireland St,College Station,77843,Blocker Building | BLOC | 0524,318.466963894845151,4980.971831259501414
,1003,,No,UNIVERSITY,1003,,Farm Service Shop,1955,01,655 Farm Service Rd,College Station,77843,Farm Service Shop |  | 1003,87.397814720168583,390.567867019532741
,0513,DRTY,No,ACADEMIC,0513,DRTY,Doherty Building,1960,04,242 Spence St,College Station,77843,Doherty Building | DRTY | 0513,161.885052796700620,1156.478439342755109
,9750,,No,UNIVERSITY,9750,,by USDA-Exotic Animal Holding Pens,,,2785 F&B Rd,College Station,77843,by USDA-Exotic Animal Holding Pens |  | 9750,88.283400987221896,285.833356608399868
,1249,,No,UNIVERSITY,1249,,Telecommunications Optical Remote Building,2002,01,476 Agronomy Rd,College Station,77843,Telecommunications Optical Remote Building |  | 1249,35.759425626407960,76.270319515132186
,0353,HRBB,No,ACADEMIC,0353,HRBB,Bright Building,1989,09,710 Ross St,College Station,77843,Bright Building | HRBB | 0353,206.008816423365744,1595.012381941903413
,1001,,No,UNIVERSITY,1001,,Farm Service Implement #1,1955,01,653 Farm Service Rd,College Station,77843,Farm Service Implement #1 |  | 1001,163.176717807815663,571.569985878861985
,0971,FOOD,No,UNIVERSITY,0971,DATA,Fred Dollar Food Services Commissary,1984,02,474 Agronomy Rd,College Station,77843,Fred Dollar Food Services Commissary | DATA | 0971,355.751243032949731,5410.071609880176766
,0388,NSPG,No,GARAGE,0388,NSPG,Northside Parking Garage,1989,05,104 Ireland St,College Station,77843,Northside Parking Garage | NSPG | 0388,419.517477022954438,10097.479709268145598
,0514,MASS,No,ACADEMIC,0514,MASS,Munnerlyn Astronomy & Space Sciences Engineering,1960,02,101 Asbury St,College Station,77843,Munnerlyn Astronomy & Space Sciences Engineering | MASS | 0514,136.310770291640807,997.652190332989903
,3098,,No,UNIVERSITY,3098,,Business Management Services Record Storage,1998,01,,College Station,77843,Business Management Services Record Storage |  | 3098,43.892349491415580,111.120002002485407
,0398,ARCA,No,ACADEMIC,0398,ARCA,Langford Architecture Center Building A,1977,05,798 Ross St,College Station,77843,Langford Architecture Center Building A | ARCA | 0398,250.539304895080960,3459.510289020980508
,0473,ADMN,No,ACADEMIC,0473,ADMN,Jack K. Williams Administration Building,1932,04,400 Bizzell St,College Station,77843,Jack K. Williams Administration Building | ADMN | 0473,189.534429156849370,1671.753907177732117
,0490,HALB,No,ACADEMIC,0490,HALB,Halbouty Geosciences Building,1933,06,611 Ross St,College Station,77843,Halbouty Geosciences Building | HALB | 0490,363.113587973272104,2659.811175151892712
,0979,TURF,No,ACADEMIC,0979,TURF,Turfgrass Field Lab,1978,01,657 Farm Service Rd,College Station,77843,Turfgrass Field Lab | TURF | 0979,108.536434044043020,467.779376562911352
,1005,,No,UNIVERSITY,1005,,Farm Service Storage 2,1946,01,661 Farm Service Rd,College Station,77843,Farm Service Storage 2 |  | 1005,32.696674035457541,63.844472507761935
,0496,UCO,No,OTHER,0496,UCO,Utilities & Energy Services Central Office,1940,02,165 Asbury St,College Station,77843,Utilities & Energy Services Central Office | UCO | 0496,247.993884619570963,2056.827932537110428
,0498,CUP,No,OTHER,0498,CUP,Central Utility Plant,1915,03,222 Ireland St,College Station,77843,Central Utility Plant | CUP | 0498,414.374615810726368,4956.013462519374116
,3099,BMSB,No,UNIVERSITY,3099,BMSB,Business Management Services Building,1998,02,1501 South Texas Av,College Station,77843,Business Management Services Building | BMSB | 3099,132.441098596973234,829.778818525658039
,0970,PPGM ,No,UNIVERSITY,0970,PPGM,Phys Plant-Grounds Maintenance,1983,01,470 Agronomy Rd,College Station,77843,Phys Plant-Grounds Maintenance | PPGM  | 0970,191.120488508144064,1041.672684893584574
,0478,SCTS,No,ACADEMIC,0478,SCTS,Scoates Hall,1932,03,333 Spence St,College Station,77843,Scoates Hall | SCTS | 0478,271.758965779256073,2105.906077672389529
,0499,EIC,No,ACADEMIC,0499,EIC,Engineering Innovation Center,1955,01,233 Ireland St,College Station,77843,Engineering Innovation Center | EIC | 0499,256.424266569890108,2966.598431937475198
,0376,CHAN,No,ACADEMIC,0376,CHAN,Chemistry,1990,06,646 Ross St,College Station,77843,Chemistry | CHAN | 0376,238.908576521781526,2194.059826851361777
