OID,Number,Abbrev,Private,Type,Bldg,BldgAbbr,BldgName,YearBuilt,NumFloors,Address,City,Zip,MapDisplay,Shape_Length,Shape_Area
,2922,TALX-SC,No,UNIVERSITY,2922,TALXSC,Texas A&M AgriLife Extension - South Campus,2004,01,1470 William D Fitch Pw,College Station,77843,Texas A&M AgriLife Extension - South Campus | TALX-SC | 2922,430.087372795489500,4702.908201248206751
, ,,No,UNIVERSITY,,,,,,,,, |  | ,29.995990321612723,53.667799253473959
,1388,,No,UNIVERSITY,1388,,TEEX Emergency Services Lab,2010,01,,College Station,77843,TEEX Emergency Services Lab |  | 1388,55.734669767261465,172.804353651228695
,1391,,No,UNIVERSITY,1391,,Pat Barrett Bunker Gear Drying Facility,2013,01,1648 Dohrn St,College Station,77843,Pat Barrett Bunker Gear Drying Facility |  | 1391,67.024667625223458,252.072393330566285
, ,,No,UNIVERSITY,,,,,,,,, |  | ,26.803000319243946,44.541647980270952
, ,,No,UNIVERSITY,,,,,,,,, |  | ,26.803000329765442,44.541648015691010
, ,,No,UNIVERSITY,,,,,,,,, |  | ,26.803000329765442,44.541648015691010
,1363,,No,UNIVERSITY,1363,,ESTI Field Maintenance Shop,2001,01,,College Station,77843,ESTI Field Maintenance Shop |  | 1363,115.046214235372432,827.226829773188001
, ,,No,UNIVERSITY,,,,,,,,, |  | ,33.580961202531519,66.201470326190972
,1328,,No,UNIVERSITY,1328,,ESTI Hose Loads,,,1813 Essentials St,College Station,77843,ESTI Hose Loads |  | 1328,42.573629258210310,111.154630009206841
,1295,,No,UNIVERSITY,1295,,Turbo Machine Storage Facility,2014,01,1493 George Bush Dr W,College Station,77843,Turbo Machine Storage Facility |  | 1295,57.306341405643067,183.120733657927133
,1392,,No,UNIVERSITY,1392,,TEEX-ESTI (FTS) Rescue Training Facility,2015,02,2024 B St,College Station,77843,TEEX-ESTI (FTS) Rescue Training Facility |  | 1392,135.707068833046947,1143.208701468504842
,1387,,No,UNIVERSITY,1387,,ESTI Leadership/Certification/Evaluation Office,2004,01,1939 Emergency Response Dr,College Station,77843,ESTI Leadership/Certification/Evaluation Office |  | 1387,47.697204728537166,109.374005400340366
,1386,,No,UNIVERSITY,1386,,ESTI Curriculum Office,2004,01,,College Station,77843,ESTI Curriculum Office |  | 1386,47.625197224172801,109.425125108369386
,1385,,No,UNIVERSITY,1385,,ESTI WMD Restroom,2004,01,,College Station,77843,ESTI WMD Restroom |  | 1385,27.417333396225025,44.354515460342157
,0298,,No,UNIVERSITY,0298,,ESTI Electrical Building,2007,01,,College Station,77843,ESTI Electrical Building |  | 0298,29.154138528314810,43.744432208614825
,0299,,No,UNIVERSITY,0299,,ESTI Control Building,2007,01,,College Station,77843,ESTI Control Building |  | 0299,21.313199271024690,24.076114848428173
,1265,,No,UNIVERSITY,1265,,Former Parking Toll Booth-Easterwood,2002,01,1814 George Bush Dr W,College Station,77843,Former Parking Toll Booth-Easterwood |  | 1265,14.630367798794122,13.377978860433174
,1274,KSWT,No,ACADEMIC,1274,KSWT,Klebanoff-Saric Wind Tunnel (Unsteady Wind Tunnel),2008,01,1721 George Bush Dr W,College Station,77843,Klebanoff-Saric Wind Tunnel (Unsteady Wind Tunnel) | KSWT | 1274,91.063731452009606,421.897821583328323
,1394,,No,UNIVERSITY,1394,,TEEX ESTI Protective Housing Project Building,2017,01,,College Station,77843,TEEX ESTI Protective Housing Project Building |  | 1394,70.983155913166584,277.380448456706858
,1393,SCBA,No,UNIVERSITY,1393,,TEEX-ESTI SCBA Facility,2017,02,1595 Nuclear Science Rd,College Station,77843,TEEX-ESTI SCBA Facility | SCBA | 1393,121.838017774381754,844.365670959924955
,1275,,No,UNIVERSITY,1275,,New Easterwood FBO and Hangar,,,,,,New Easterwood FBO and Hangar |  | 1275,300.744744343359969,4515.060643645163509
,1489,,No,OTHER,1489,,Utilities Energy Office Expansion,2016,01,1088 HARVEY MITCHELL PW S,College Station,,Utilities Energy Office Expansion |  | 1489,58.521795376958345,200.671841960250561
,8601,,No,UNIVERSITY,8601,,TEEX - LAW UXO Search Grid Pavilion,2007,01,,Bryan,77807,TEEX - LAW UXO Search Grid Pavilion |  | 8601,45.645596482070147,116.543188872546239
, ,,No,UNIVERSITY,,,,,,,,, |  | ,37.215988499115639,76.743300061022140
,7909,,No,UNIVERSITY,7909,,TEEX EUPWTI Building,1993,01,1829 Mayer Av,Bryan,77807,TEEX EUPWTI Building |  | 7909,60.611000060243413,207.920512129442869
,7906,,No,UNIVERSITY,7906,,TEEX ITSI Shop,1993,01,1249 Stirling Dr,Bryan,77807,TEEX ITSI Shop |  | 7906,60.609000022618545,207.905359470693668
,7040,,No,UNIVERSITY,7040,,The Western Dairy Transport Classroom Building,,,,,,The Western Dairy Transport Classroom Building |  | 7040,54.298488413588949,140.975680499763001
,7901,,No,UNIVERSITY,7901,,TEEX - ITSI,1992,01,1245 Stirling Dr,Bryan,77807,TEEX - ITSI |  | 7901,49.226381535376412,151.396202955619486
,7900,,No,UNIVERSITY,7900,,TEEX ITSI Offices,1992,01,1365 Stirling Dr,Bryan,77807,TEEX ITSI Offices |  | 7900,187.241352315765113,1833.028175593523201
,7045,,No,UNIVERSITY,7045,,U.S.D.A. Hangar,1986,01,1881 Flight Line Rd,Bryan,77807,U.S.D.A. Hangar |  | 7045,107.663072460351898,708.505802863170061
,7043,,No,UNIVERSITY,7043,,U.S.D.A. Hangar No.3,1986,,1869 Flight Line Rd,Bryan,77807,U.S.D.A. Hangar No.3 |  | 7043,68.181692939836083,288.734522459342088
,7044,,No,UNIVERSITY,7044,,U.S.D.A. Hangar No.4,1986,,1865 Flight Line Rd,Bryan,77807,U.S.D.A. Hangar No.4 |  | 7044,68.441825475407910,290.904449470458644
,7903,,No,UNIVERSITY,7903,,TEEX Covered Training Area,1993,01,,Bryan,77807,TEEX Covered Training Area |  | 7903,61.160257647219197,231.003839514723751
,6502,,No,UNIVERSITY,6502,,Energy Systems Lab,1955,01,1212 Avenue A,Bryan,77807,Energy Systems Lab |  | 6502,191.513812254793805,1704.055493720596132
, ,,No,UNIVERSITY,,,,,,,,, |  | ,15.409020993831334,14.821529361054514
,8081,,No,UNIVERSITY,8081,,TEEX - ITSI Tech Bldg,1943,01,1484 Avenue A,Bryan,77807,TEEX - ITSI Tech Bldg |  | 8081,190.262528200746232,1237.065238759715612
,1153,FREE,No,UNIVERSITY,1153,FREE,Freeman Arena,1985,01,7802 Turkey Creek Rd,College Station,77843,Freeman Arena | FREE | 1153,342.909591901874023,6607.903457409848670
,1152,,No,UNIVERSITY,1152,,Equine Center Restroom,1978,01,7802 Turkey Creek Rd,College Station,77843,Equine Center Restroom |  | 1152,18.179489108225606,18.017909471330299
,1492,,No,UNIVERSITY,1492,,Classroom At Challenge Course,2003,01,3626 N Traditions Dr,Bryan,77807,Classroom At Challenge Course |  | 1492,57.928330006333212,192.995876537634530
, ,,No,UNIVERSITY,,,,,,,,, |  | ,220.621121640041792,2396.448947940555627
,1236,,No,OTHER,1236,,Small Horse Barn,1978,01,,College Station,77843,Small Horse Barn |  | 1236,55.217088185374770,181.043263612941530
,7007,RNCH ,No,UNIVERSITY,7007,RNCH,Automated Fabrication and Design Lab,2006,01,1490 Avenue D,Bryan,77807,Automated Fabrication and Design Lab | RNCH  | 7007,129.690774006599327,1030.728265039650296
,7439,,No,UNIVERSITY,7439,,Telecommunications Optical Remote Bldg-Riverside,2002,01,1220 2nd St,Bryan,77807,Telecommunications Optical Remote Bldg-Riverside |  | 7439,32.060832109971393,62.887953553611986
,7066,,No,UNIVERSITY,7066,,TEEX - LAW Driving Track Pavilion,2006,01,1600 Flight Line Rd,Bryan,77807,TEEX - LAW Driving Track Pavilion |  | 7066,51.613581196203292,161.214993890987614
,8600,,No,UNIVERSITY,8600,,TEEX - LAW UXO Demo Range Pavilion,2007,01,,Bryan,77807,TEEX - LAW UXO Demo Range Pavilion |  | 8600,46.148452303484632,122.566318743203027
,7041,,No,UNIVERSITY,7041,,U.S.D.A. Hangar No.2,1986,,1887 Flight Line Rd,Bryan,77807,U.S.D.A. Hangar No.2 |  | 7041,68.204619571455694,288.650806463475305
,8685,,No,UNIVERSITY,8685,,TEEX - LAW Firing Range Classroom,2006,01,,Bryan,77807,TEEX - LAW Firing Range Classroom |  | 8685,64.411727950015916,198.842141160315322
,7042,,No,UNIVERSITY,7042,,U.S.D.A. Hangar No.1,1986,,1891 Flight Line Rd,Bryan,77807,U.S.D.A. Hangar No.1 |  | 7042,68.347287938282975,289.694277007016126
, ,,No,UNIVERSITY,,,,,,,,, |  | ,13.230421081209082,10.564856007198483
, ,,No,UNIVERSITY,,,,,,,,, |  | ,6.380368356502530,2.445513002762839
, ,,No,UNIVERSITY,,,,,,,,, |  | ,12.122407913519748,8.694893002935842
, ,,No,UNIVERSITY,,,,,,,,, |  | ,12.975539728287684,9.975002002589733
,,,No,UNIVERSITY,,,,,,,,, |  | ,22.373930740295531,29.515960018410311
,7030,,No,UNIVERSITY,7030,,TTI Sediment & Erosion Control Lab,2002,01,1854 Flight Line Rd,Bryan,77807,TTI Sediment & Erosion Control Lab |  | 7030,60.960000008344650,232.257600063586239
, ,,No,UNIVERSITY,,,,,,,,, |  | ,7.674291887892466,3.676569497748494
,8691,,No,UNIVERSITY,8691,,SEWAGE PLANT,1943,01,1970 Avenue A,Bryan,77807,SEWAGE PLANT |  | 8691,36.816237609869710,72.035795485599905
,8002,,No,UNIVERSITY,8002,,ANSC  ANIMAL SHELTERS,1972,01,,Bryan,77807,ANSC  ANIMAL SHELTERS |  | 8002,45.966956363705748,110.450898970836974
, ,,No,UNIVERSITY,,,,,,,,, |  | ,50.316816003486267,150.833006809679063
, ,,No,UNIVERSITY,,,,,,,,, |  | ,13.053099720632254,10.555394508548485
, ,,No,UNIVERSITY,,,,,,,,, |  | ,11.996934033003829,8.556794997217059
, ,,No,UNIVERSITY,,,,,,,,, |  | ,17.021987060214439,17.624010511287345
, ,,No,UNIVERSITY,,,,,,,,, |  | ,51.888705906004439,130.551749985430376
, ,,No,UNIVERSITY,,,,,,,,, |  | ,27.216135887722711,37.509492009813513
,7500,,No,UNIVERSITY,7500,,TTI Research Pendulum Test Facility,1953,01,1231 Flight Line Rd,Bryan,77807,TTI Research Pendulum Test Facility |  | 7500,47.296658225496728,118.845099752679701
, ,,No,UNIVERSITY,,,,,,,,, |  | ,18.383634474415253,21.117197493631167
, ,,No,UNIVERSITY,,,,,,,,, |  | ,16.906732516205089,17.659694001117856
,7535,,No,UNIVERSITY,7535,,AM VI Office and Shops,1952,01,1202 Warehouse Rd,Bryan,77807,AM VI Office and Shops |  | 7535,176.442068112366428,1020.894508232555154
,6095,,No,UNIVERSITY,6095,,TTI Research Storage,1943,01,1234 Avenue A,Bryan,77807,TTI Research Storage |  | 6095,18.489570669167705,17.436684992053138
,7002,,No,UNIVERSITY,7002,,Storage Building,1975,01,1362 5th St,Bryan,77807,Storage Building |  | 7002,13.860837072144598,11.803499002178967
,7061,DRED,No,UNIVERSITY,7061,,TTI Sediment & Erosion Control Support Lab,1943,01,1025 6th St,Bryan,77807,TTI Sediment & Erosion Control Support Lab | DRED | 7061,243.183798051443688,803.986068544225759
,7240,,No,UNIVERSITY,7240,,TEEX Copy Center,1943,01,1262 6th St,Bryan,77807,TEEX Copy Center |  | 7240,163.715247414820794,1308.776111990652680
,7077,,No,UNIVERSITY,7077,,CONTROL TOWER,1955,02,1633 Flight Line Rd,Bryan,77807,CONTROL TOWER |  | 7077,27.359752368869657,46.781379957138448
,7802,,No,UNIVERSITY,7802,,TEEX - LAW Prop House #2,1956,01,1627 Bryan Rd,Bryan,77807,TEEX - LAW Prop House #2 |  | 7802,99.137797567274092,329.833153973509638
,6881,,No,UNIVERSITY,6881,,Bath House,1957,01,1695 7th St,Bryan,77807,Bath House |  | 6881,76.746111908634276,284.856800595125094
,7057,,No,UNIVERSITY,7057,,TEES Records Archive,1943,01,1067 7th St,Bryan,77807,TEES Records Archive |  | 7057,95.848360811082671,318.016126115171403
,7056,,No,UNIVERSITY,7056,,Electrical and Computer Engineering Solar,1943,01,1055 7th St,Bryan,77807,Electrical and Computer Engineering Solar |  | 7056,91.068809830331915,307.895105455526675
,8236,,No,UNIVERSITY,8236,,Instructional Materials Serv,1943,01,1686 Avenue C,Bryan,77807,Instructional Materials Serv |  | 8236,240.940584868154758,1868.911979950704335
,6047,,No,UNIVERSITY,6047,,Chemical Supplies Storage,1953,01,1035 7th St,Bryan,77807,Chemical Supplies Storage |  | 6047,18.492056232026925,19.477072485297693
, ,,No,UNIVERSITY,,,,,,,,, |  | ,6.648355939945931,2.586541008635625
,1151,EQCT,No,UNIVERSITY,1151,EQCT,Equine Center Stable,1978,01,7806 Turkey Creek Rd,College Station,77843,Equine Center Stable | EQCT | 1151,209.704518033643211,1313.017754129356490
,1149,,No,OTHER,1149,,Billy Bryant Barn,1990,01,274 Harvey Mitchell Pw S,College Station,77843,Billy Bryant Barn |  | 1149,108.870862467024750,630.039447022870718
,1150,,No,OTHER,1150,,Parsons Mounted Cavalry Tack Rm [DEMOLISHED 2016],1978,01,276 Harvey Mitchell Pw S,College Station,77843,Parsons Mounted Cavalry Tack Rm [DEMOLISHED 2016] |  | 1150,64.652544795982621,256.338720020017320
,1185,,No,OTHER,1185,,Parsons Cav Caretaker Facility,1996,01,278 Harvey Mitchell Pw S,College Station,77843,Parsons Cav Caretaker Facility |  | 1185,43.703310017280920,104.764680002091154
, ,,No,UNIVERSITY,,,,,,,,, |  | ,6.625771089776734,2.632207006818086
, ,,No,UNIVERSITY,,,,,,,,, |  | ,18.970247600382148,20.434465986261159
,5499,,No,UNIVERSITY,5499,,Storage Shelter,1952,01,1220 Avenue A,Bryan,77807,Storage Shelter |  | 5499,26.733983088445271,44.656054969131645
, ,,No,UNIVERSITY,,,,,,,,, |  | ,7.516680638033785,3.261966002145797
,7091,,No,UNIVERSITY,7091,,TTI Office Building,1997,01,1254 Avenue A,Bryan,77807,TTI Office Building |  | 7091,106.208665421708801,503.065198814005612
,7441,,No,UNIVERSITY,7441,,Riverside Water Distribution Pump Station,1972,01,1250 Avenue C,Bryan,77807,Riverside Water Distribution Pump Station |  | 7441,56.437840112569859,179.364632014855033
,7092,,No,UNIVERSITY,7092,,TTI Proving Ground Research Support,1943,04,1250 Avenue A,Bryan,77807,TTI Proving Ground Research Support |  | 7092,183.081614049429504,1945.518196061811068
,7090,,No,UNIVERSITY,7090,,TTI Proving Ground Research Hangar,1943,02,1252 Avenue A,Bryan,77807,TTI Proving Ground Research Hangar |  | 7090,237.516801794093766,3422.546882410047601
,5447,,No,UNIVERSITY,5447,,Water and Valve Hut,,,1258 Avenue C,Bryan,77807,Water and Valve Hut |  | 5447,39.667450752697853,84.713507504357324
,5446,,No,UNIVERSITY,5446,,Ground Water Storage Tank,,,1281 Avenue B,Bryan,77807,Ground Water Storage Tank |  | 5446,47.701888001544397,93.548631990670444
, ,,No,UNIVERSITY,,,,,,,,, |  | ,9.717321302087006,5.603779998672456
,7093,,No,UNIVERSITY,7093,,TTI Machining Facility,1943,01,1288 Avenue A,Bryan,77807,TTI Machining Facility |  | 7093,159.305350137881220,1146.242047602965840
,7095,,No,UNIVERSITY,7095,,TTI Research Storage Building,1997,01,1371 Flight Line Rd,Bryan,77807,TTI Research Storage Building |  | 7095,98.518851663379309,486.344337005873513
, ,,No,UNIVERSITY,,,,,,,,, |  | ,7.164434736718982,3.046784502175703
,7098,,No,UNIVERSITY,7098,,Warehouse,1943,01,1361 Flight Line Rd,Bryan,77807,Warehouse |  | 7098,27.051162723194416,40.960047013355670
,8004,,No,UNIVERSITY,8004,,TEEX ITSI Offices - Water Lab,1977,01,1455 4th St,Bryan,77807,TEEX ITSI Offices - Water Lab |  | 8004,108.320905854085197,482.779841445563079
, ,,No,UNIVERSITY,,,,,,,,, |  | ,13.470347458678503,10.193673491337837
,7751,,No,UNIVERSITY,7751,,TEEX - LAW Office Bldg,1980,01,1500 4th St,Bryan,77807,TEEX - LAW Office Bldg |  | 7751,398.660361573824730,4246.836480941857189
, ,,No,UNIVERSITY,,,,,,,,, |  | ,22.488790060165464,28.695520002625436
, ,,No,UNIVERSITY,,,,,,,,, |  | ,13.931846798109200,12.031735999991685
, ,,No,UNIVERSITY,,,,,,,,, |  | ,15.838287112291983,14.972565502884358
, ,,No,UNIVERSITY,,,,,,,,, |  | ,14.709176860097671,13.055765995214522
, ,,No,UNIVERSITY,,,,,,,,, |  | ,10.939031998027055,7.039367000280500
,8083,,No,UNIVERSITY,8083,,Telecommunications Building,1953,01,1472 Avenue A,Bryan,77807,Telecommunications Building |  | 8083,26.070991522684842,36.432216994248513
,6071,,No,UNIVERSITY,6071,,ITSI Storage,1943,01,1490 Avenue A,Bryan,77807,ITSI Storage |  | 6071,42.554897678635534,107.952438547229548
,7063,,No,UNIVERSITY,7063,,Conservation Research Lab,1952,01,1525 Flight Line Rd,Bryan,77807,Conservation Research Lab |  | 7063,89.603553907465653,381.763636053442895
,7064,,No,UNIVERSITY,7064,,Conservation Projects,1943,01,1050 5th St,Bryan,77807,Conservation Projects |  | 7064,85.629127256803613,354.901157420386994
,7006,,No,UNIVERSITY,7006,,Chapel & Assembly Hall,1943,02,1555 Avenue D,Bryan,77807,Chapel & Assembly Hall |  | 7006,85.250485589588337,339.584365511580700
,7065,,No,UNIVERSITY,7065,,CRL Storage,1943,01,1035 6th St,Bryan,77807,CRL Storage |  | 7065,26.907738322927667,36.858876015801144
,6069,,No,UNIVERSITY,6069,,Research Support Bldg,1972,02,1548 Avenue A,Bryan,77807,Research Support Bldg |  | 6069,39.630825816246755,67.263070498672690
,7003,,No,UNIVERSITY,7003,,Office Building,1943,01,1322 5th St,Bryan,77807,Office Building |  | 7003,117.922176911123998,415.106880445819286
,7046,,No,UNIVERSITY,7046,,Aerospace Hangar,1943,01,1645 Flight Line Rd,Bryan,77807,Aerospace Hangar |  | 7046,136.374209797691663,1125.462191627992979
,6242,,No,UNIVERSITY,6242,,Aquaculture Lab (Mothballed),1943,01,1058 Avenue C,Bryan,77807,Aquaculture Lab (Mothballed) |  | 6242,70.041982588712870,259.831062552595540
, ,,No,UNIVERSITY,,,,,,,,, |  | ,7.930502121982382,3.921130992577464
,7801,,No,UNIVERSITY,7801,,TEEX - LAW Prop House #1,1956,01,1651 Bryan Rd,Bryan,77807,TEEX - LAW Prop House #1 |  | 7801,79.435919822624925,279.895539541697076
, ,,No,UNIVERSITY,,,,,,,,, |  | ,19.185458549365130,23.001560003722609
,7800,,No,UNIVERSITY,7800,,TEES Smoke Detector Research,1956,01,1675 Bryan Rd,Bryan,77807,TEES Smoke Detector Research |  | 7800,51.321084359558355,148.491948504893060
,8525,,No,UNIVERSITY,8525,,Food Protein R&D Center,1997,02,1696 Bryan Rd,Bryan,77807,Food Protein R&D Center |  | 8525,151.436243662168948,1066.659353954371227
,6880,,No,UNIVERSITY,6880,,Swimming Pool No 2,,,,Bryan,77807,Swimming Pool No 2 |  | 6880,75.582429546160554,315.728825550790475
,7180,,No,UNIVERSITY,7180,,Processing Lab,1980,01,1366 7th St,Bryan,77807,Processing Lab |  | 7180,130.881879488199985,737.065178511539898
, ,,No,UNIVERSITY,,,,,,,,, |  | ,15.192346119290427,14.417341011686265
,8032,,No,UNIVERSITY,8032,,Ocean Drilling Test Facility,1986,01,1725 Flight Line Rd,Bryan,77807,Ocean Drilling Test Facility |  | 8032,28.916708421044714,51.526287999874995
, ,,No,UNIVERSITY,,,,,,,,, |  | ,21.182269245615242,18.829452991412705
,7177,,No,UNIVERSITY,7177,,Nautical Archeology Storage,1943,01,1757 Avenue B,Bryan,77807,Nautical Archeology Storage |  | 7177,90.174030562253847,291.023046094503343
,8000,,No,UNIVERSITY,8000,,TEEX ITSI Garage & Offices,1976,01,1450 7th St,Bryan,77807,TEEX ITSI Garage & Offices |  | 8000,121.630823489271307,776.056725975228233
,7182,,No,UNIVERSITY,7182,,Extraction Building,1984,01,1376 7th St,Bryan,77807,Extraction Building |  | 7182,27.637157992384587,31.928899490204930
, ,,No,UNIVERSITY,,,,,,,,, |  | ,13.369189364747815,11.019938000344753
,8031,,No,UNIVERSITY,8031,,IODP/Oceanography Bldg,1953,01,1727 Flight Line Rd,Bryan,77807,IODP/Oceanography Bldg |  | 8031,203.936063972868766,2009.930007297303973
, ,,No,UNIVERSITY,,,,,,,,, |  | ,9.461387199333126,5.185155005828738
,7181,,No,UNIVERSITY,7181,,Solvent Extraction Building,1980,01,1372 7th St,Bryan,77807,Solvent Extraction Building |  | 7181,49.435211588272665,143.723653454782095
,7176,,No,UNIVERSITY,7176,,Publications Pro. Center,1943,01,1761 Avenue B,Bryan,77807,Publications Pro. Center |  | 7176,90.223714747011371,290.673750555991319
,7183,,No,UNIVERSITY,7183,,Refinery,1986,01,1384 7th St,Bryan,77807,Refinery |  | 7183,44.754479773692921,123.370194958073483
, ,,No,UNIVERSITY,,,,,,,,, |  | ,38.309693795920985,91.700190503392861
,6882,,No,UNIVERSITY,6882,,Rest Rooms,1957,01,1761 7th St,Bryan,77807,Rest Rooms |  | 6882,31.269870905181044,61.107193009151118
,7184,,No,UNIVERSITY,7184,,Fats & Oils Processing Building,1986,01,1370 7th St,Bryan,77807,Fats & Oils Processing Building |  | 7184,65.693343084476396,178.870417527687266
,7911,,No,UNIVERSITY,7911,,TEEX EUPWTI Parking,1993,01,1808 Avenue B,Bryan,77807,TEEX EUPWTI Parking |  | 7911,77.556904272328865,372.245493910731113
,6030,ELTC,No,UNIVERSITY,6030,ELTC,TEEX Hangar/Classrooms,1953,01,1777 Flight Line Rd,Bryan,77807,TEEX Hangar/Classrooms | ELTC | 6030,195.209175286449010,1971.958314610213392
,7908,,No,UNIVERSITY,7908,,TEEX EUPWTI Building,1993,01,1250 Project Dr,Bryan,77807,TEEX EUPWTI Building |  | 7908,60.610000072281785,207.910607516024186
, ,,No,UNIVERSITY,,,,,,,,, |  | ,8.068373073139146,4.068362000237882
,1700,,No,UNIVERSITY,1700,,Schmidt House,1976,01,3869 F&B Rd,College Station,77843,Schmidt House |  | 1700,82.825932522969239,329.941256993371269
,1701,,No,UNIVERSITY,1701,,Texas A&M Polo Club Stables,2002,01,3913 F&B Rd,College Station,77843,Texas A&M Polo Club Stables |  | 1701,108.237668281112946,509.935134679261864
, ,,No,UNIVERSITY,,,,,,,,, |  | ,53.812167526606480,146.103494455654186
, ,,No,OTHER,,,,,,,,, |  | ,22.262518932817528,29.167636993000386
,1491,,No,UNIVERSITY,1491,,Shed At Challenge Course,2003,01,3634 N Traditions Dr,Bryan,77807,Shed At Challenge Course |  | 1491,13.144108628480030,10.363940241615662
, ,,No,UNIVERSITY,,,,,,,,, |  | ,18.420438272700636,21.194274987901004
,1753,,No,UNIVERSITY,1753,,Reproductive Sciences Bldg. D,2007,01,4011 Riverside Parkway,Bryan,77807,Reproductive Sciences Bldg. D |  | 1753,60.643792635095870,177.223989709599010
,1751,,No,UNIVERSITY,1751,,Reproductive Sciences Bldg. B,2007,01,4011 Riverside Parkway,Bryan,77807,Reproductive Sciences Bldg. B |  | 1751,72.833965811872332,323.402283145852778
,1750,,No,UNIVERSITY,1750,,Reproductive Sciences Bldg. A,2007,01,4011 Riverside Parkway,Bryan,77807,Reproductive Sciences Bldg. A |  | 1750,154.634902093600658,648.312315970416762
,1752,,No,UNIVERSITY,1752,,Reproductive Sciences Bldg. C,2007,01,4011 Riverside Parkway,Bryan,77807,Reproductive Sciences Bldg. C |  | 1752,68.505384230567941,287.811040967536655
,1754,,No,UNIVERSITY,1754,,Reproductive Sciences Bldg. E,2007,01,4011 Riverside Parkway,Bryan,77807,Reproductive Sciences Bldg. E |  | 1754,58.309822388700397,163.023393136265213
,1755,,No,UNIVERSITY,1755,,Reproductive Sciences Bldg. F,2007,01,4011 Riverside Parkway,Bryan,77807,Reproductive Sciences Bldg. F |  | 1755,38.638568525626702,92.643836945974670
,1756,,No,UNIVERSITY,1756,,Reproductive Sciences Bldg. G,2007,01,4011 Riverside Parkway,Bryan,77807,Reproductive Sciences Bldg. G |  | 1756,37.742889337665538,86.796030845617224
,1757,,No,UNIVERSITY,1757,,Reproductive Sciences Bldg. H,2007,01,4011 Riverside Parkway,Bryan,77807,Reproductive Sciences Bldg. H |  | 1757,37.030571034416191,83.533963503784065
,1758,,No,UNIVERSITY,1758,,Reproductive Sciences Bldg. I,2007,01,4011 Riverside Parkway,Bryan,77807,Reproductive Sciences Bldg. I |  | 1758,20.850556936862681,27.025040152622708
,1759,,No,UNIVERSITY,1759,,Reproductive Sciences Bldg. J,2007,01,4011 Riverside Parkway,Bryan,77807,Reproductive Sciences Bldg. J |  | 1759,60.832919720560120,213.140688121942361
,1702,,No,UNIVERSITY,1702,,Equestrian Bldg@BrazosCo ExpoCtr (Vacated in 2014),2009,01,,Bryan,77807,Equestrian Bldg@BrazosCo ExpoCtr (Vacated in 2014) |  | 1702,115.519216594132146,812.436894820825728
,6884,,No,UNIVERSITY,6884,,Honey Bee/Apiary Services Building,2009,01,1759 7th St,Bryan,77807,Honey Bee/Apiary Services Building |  | 6884,108.812619790514418,609.274590776084779
,1720,TGLC,No,UNIVERSITY,1720,TGLC,Traditions Golf Learning Center,2008,02,3880 S Traditions Dr,Bryan,77807,Traditions Golf Learning Center | TGLC | 1720,122.793782209149910,518.969437097314653
,7096,,No,UNIVERSITY,7096,,TTI Environmental & Emissions Research Facility,2009,01,1375 Flight Line Rd,Bryan,77807,TTI Environmental & Emissions Research Facility |  | 7096,101.313666381853935,622.235224344172593
,7752,,No,UNIVERSITY,7752,,TEEX - LAW Gym,2012,01,1451 Avenue D,Bryan,77807,TEEX - LAW Gym |  | 7752,137.507124400614515,962.075447795798027
,HSC4,HSCUP,No,HSC,HSC4,HSCUP,CUP - CENTRAL UTILITY PLANT (HSC 001002),2014,01,,Bryan,77807,CUP - CENTRAL UTILITY PLANT (HSC 001002) | HSCUP | HSC4,145.084754768206381,1302.221196174684565
,HSC2,MREB,No,HSC,HSC2,MREB,MEDICAL RESEARCH EDUCATION BUILDING (HSC 001001),2011,04,8447 Riverside Pw,Bryan,77807,MEDICAL RESEARCH EDUCATION BUILDING (HSC 001001) | MREB | HSC2,309.905204945169544,2633.487515908767818
,HSC1,HPEB,No,HSC,HSC1,HPEB,HEALTH PROFESSIONS EDUCATION BUILDING (HSC 001000),2011,03,8447 Riverside Pw,Bryan,77807,HEALTH PROFESSIONS EDUCATION BUILDING (HSC 001000) | HPEB | HSC1,234.288165255432915,2861.624166383771353
,HSC3,CB1,No,HSC,HSC3,CB1,CLINICAL BUILDING 1 (HSC 002000),2011,04,8441 Riverside Pw,Bryan,77807,CLINICAL BUILDING 1 (HSC 002000) | CB1 | HSC3,253.301812265518294,3127.576505504015586
,GCON,GCON,Yes,RESEARCH,,,,,,,,, | GCON | ,418.700734789092451,9295.055411307952454
,0171,,No,OTHER,0171,,Equine Initiative Barn,2013,01,3272 F&B Rd,College Station,77843,Equine Initiative Barn |  | 0171,515.736875473552573,6376.549923048489291
,0179,,No,SPORTS,0179,,Equine Initiative Warm Up Arena #2,2013,01,3254 F&B Rd,College Station,77843,Equine Initiative Warm Up Arena #2 |  | 0179,170.808550492061698,1739.313406534855858
,0173,,No,SPORTS,0173,,Houston Livestock Show & Rodeo Western Arena,2013,02,3246 F&B Rd,College Station,77843,Houston Livestock Show & Rodeo Western Arena |  | 0173,279.095796984655635,4606.628625613994700
,0174,,No,SPORTS,0174,,Equine Initiative Concessions/Locker Bldg,2013,01,3250 F&B Rd,College Station,77843,Equine Initiative Concessions/Locker Bldg |  | 0174,110.885732347882538,743.524734809738902
